id,business_name,business_email,business_phone,password,business_certificate_url,business_description,business_address,business_account_type,representative_name,representative_email,representative_phone,representative_gender,status,rejection_reason,created_at,updated_at
482,Russo LLC,app482@example.com,452-543-8686,+J4I5Eu5!D,713568c5-82d1-4397-9ffa-56fae5580503,Never effect himself anything south news.,"18619 Douglas Meadows, West Matthew, KS 80423",retail,Dr. Christine Johnston MD,rep482@example.com,+1-970-244-0383x87087,Male,PENDING,,2025-04-06 22:30:35,2025-07-03 16:06:35
483,Murphy Inc,app483@example.com,906.703.8705,l1ve2FKZ_W,ee426f26-7787-4661-a59a-33212a6a8c47,Believe provide film which floor truth.,"0887 Catherine Ridge, Port Sarashire, OR 68986",wholesale,Karen Villa,rep483@example.com,319.758.5169,Male,REJECTED,,2025-02-02 11:17:49,2025-07-03 16:10:52
484,Mitchell Group,app484@example.com,(405)686-4428x6953,rhb+4BaLk4,4729f06a-3940-4ece-a387-6175bac5b293,Buy write magazine break all nothing majority.,"PSC 7139, Box 5729, APO AA 17221",wholesale,Brian Robertson,rep484@example.com,194.281.8538x323,Male,PENDING,,2025-04-21 03:18:24,2025-07-03 16:09:14
485,Fitzgerald PLC,app485@example.com,+1-847-432-0969x7195,*3%#$A5dZN,6b299e1c-98bf-48aa-acb5-b08c485fd394,Total win fact series hot glass.,"8680 Clinton Square, Port Pamela, FL 16613",wholesale,David Ford,rep485@example.com,(408)866-3268,Male,APPROVED,,2025-04-29 15:55:37,2025-07-03 16:07:57
486,Torres-Allen,app486@example.com,2868915953,09klCrtq^d,b38c62c4-0e2b-4a2e-946e-ce5f359ec00b,Teacher agency meet provide anything relate beat.,"55509 Freeman Flats, Lake Dominicshire, GA 65589",wholesale,Paula Martinez,rep486@example.com,001-484-608-1945x05286,Male,APPROVED,,2024-08-06 00:55:38,2025-07-03 16:07:36
487,Phillips-Perez,app487@example.com,(660)913-8858,Gk#6%M!uE_,2af4d7e0-2827-4cca-8e35-3cce4f048d36,Heart life time chance end yard player.,"PSC 9820, Box 8134, APO AA 90728",wholesale,Morgan Smith,rep487@example.com,4797207382,Male,PENDING,,2024-12-08 12:06:22,2025-07-03 16:10:15
488,Parks LLC,app488@example.com,001-961-967-9200x2254,@herZf#700,608e4bc0-d750-45fb-9247-7bd72d7f85e8,Stuff wait scene there.,"24211 Michael Forest, Michaelside, KY 37430",wholesale,Richard Garcia,rep488@example.com,(749)674-6611x9167,Female,PENDING,,2025-04-07 13:27:57,2025-07-03 16:08:17
489,"Wilson, Lopez and James",app489@example.com,001-261-826-3871x459,2#DN6kNp82,e498868b-fd86-4084-9db1-50ecb83cbe9f,Myself dinner now. Let along wonder heart.,"5960 Michelle Underpass, Lake Elijah, UT 07486",retail,Stephanie Olson,rep489@example.com,+1-209-665-6738x980,Male,APPROVED,,2025-04-02 14:44:40,2025-07-03 16:11:39
490,Lyons Inc,app490@example.com,001-492-245-0132x541,j_09BdUg*C,c4b671f0-c7a5-4800-9a9c-f8794bf929fc,Miss who PM small design hear always.,"17945 Ward Bridge Apt. 732, Colleenmouth, NH 98272",wholesale,Madison Mendez,rep490@example.com,835-361-6411x078,Female,PENDING,,2024-09-12 18:00:35,2025-07-03 16:08:43
491,West-Gomez,app491@example.com,001-158-496-8413x86019,qe&33A_oha,f11cd539-ac3e-42c8-9fcb-1356bbb9ee53,Good behind at risk. Real technology lay partner.,"08711 Hill Light Apt. 125, South Nicole, UT 53912",wholesale,Scott Kelly,rep491@example.com,984-119-3689x3064,Male,APPROVED,,2024-07-12 13:26:35,2025-07-03 16:07:20
492,Mccoy-Davis,app492@example.com,098-507-1998x40755,@M2g5Wfku+,6f598500-12b5-4aeb-8fc4-0406c2abe840,Almost politics year nation first reason create.,"358 Paul Freeway, Lake Tiffanyhaven, DC 20957",retail,Kelly Bauer,rep492@example.com,+1-708-986-9353x1013,Male,PENDING,,2024-11-10 23:26:45,2025-07-03 16:08:52
493,Wong-Clark,app493@example.com,946.128.5135x617,+@8tVun9^2,157d008b-0487-4aa4-8e22-545f12deb65d,Research ago bed its take person unit together.,"7108 Haynes Dam Apt. 508, Lake Anna, NJ 13073",retail,Amanda Garcia,rep493@example.com,(501)338-4256x510,Female,REJECTED,,2024-08-08 03:54:36,2025-07-03 16:06:59
494,Gilbert-Myers,app494@example.com,248-858-1280x02273,b1P@6Qv(zC,5ada202f-9b0a-4b1d-923e-835e353370da,Respond add even TV human artist.,"PSC 3738, Box 3350, APO AA 12317",retail,Elaine Martin,rep494@example.com,+1-508-677-7121,Female,PENDING,,2024-11-21 00:04:16,2025-07-03 16:08:01
495,Barker-Powell,app495@example.com,435.363.0369x593,rQs#6PfU@2,757c6343-a72d-4870-8675-63d5e1145096,Should major until feel ready.,"USNS Ward, FPO AA 56518",retail,Allison Jackson,rep495@example.com,+1-151-950-5753x1789,Male,APPROVED,Make like environmental.,2024-09-05 09:59:13,2025-07-03 16:09:51
496,Bauer Ltd,app496@example.com,690.585.7578,w)%3(I*xPT,6adbab00-d994-42e6-9e0d-a685b428baa1,Middle would operation much.,"2507 Rose Plains Suite 019, Brownville, WY 44557",retail,Ashley Gentry,rep496@example.com,(021)623-4475,Female,APPROVED,,2025-02-25 12:46:52,2025-07-03 16:10:30
497,Wade Inc,app497@example.com,418-109-6219,+1_L5PSg+@,294b9974-2107-47ce-9c3b-f179b5bb1d35,May tough local travel south.,"2232 Ashlee Lakes Apt. 850, East Shannonborough, NC 94333",retail,Joseph Ramirez,rep497@example.com,369.320.7461x841,Male,PENDING,,2024-10-18 17:07:04,2025-07-03 16:11:44
498,Braun Group,app498@example.com,+1-616-823-4846x132,&wqNFrhfE9,f6816636-49e8-4afb-a093-4b47ba2522ce,Tv firm us budget listen. Decade situation event.,"PSC 5633, Box 5870, APO AE 06421",wholesale,Megan Miller,rep498@example.com,0846833614,Female,REJECTED,,2024-11-20 06:54:40,2025-07-03 16:11:54
499,Jackson-Hall,app499@example.com,(586)638-9668x073,Q^Op0RiFSF,f8d1c876-3fc0-4826-89a5-af2ad163e48f,Blue several often card half catch.,"04417 Sherry Estate, Andrewtown, GA 83905",wholesale,Timothy Brown,rep499@example.com,001-528-700-9853,Male,REJECTED,,2025-06-12 13:12:57,2025-07-03 16:06:01
500,"Bradshaw, Lewis and King",app500@example.com,+1-695-812-4235x89008,2c6ImswJ(y,f14282f7-30d0-4b56-90c7-03c85b55d782,Story memory nation writer politics traditional.,"781 Steven Alley Suite 621, Strongmouth, DE 08819",retail,Brian Reyes,rep500@example.com,(678)335-2285,Female,PENDING,,2024-11-13 22:37:38,2025-07-03 16:10:30
